,Province,Pollutant,Year,Value,Per Capita,By Capita
0,AB,NH3,1990,95261.6403072018,2540901.75,0.03749127265830007
1,AB,CO,1990,1810389.43111,2540901.75,0.7124987934342601
2,AB,SOX,1990,512405.17695316,2540901.75,0.20166272739713764
3,AB,NOX,1990,613284.286308138,2540901.75,0.24136481715915936
4,AB,VOC,1990,643752.225882095,2540901.75,0.25335581192074624
5,BC,NH3,1990,22995.98762586,3282328.5,0.007005998219209321
6,BC,CO,1990,2340343.89807514,3282328.5,0.7130133068872113
7,BC,SOX,1990,110747.399637798,3282328.5,0.03374049844121269
8,BC,NOX,1990,285967.668928385,3282328.5,0.08712341526096033
9,BC,VOC,1990,374973.17600456,3282328.5,0.1142399903009586
10,ON,NH3,1990,110519.63110678,10267344.75,0.01076418819060108
11,ON,CO,1990,3269271.42988712,10267344.75,0.31841449853791265
12,ON,SOX,1990,1123223.48280118,10267344.75,0.10939765929269883
13,ON,NOX,1990,602616.544802302,10267344.75,0.05869254023074486
14,ON,VOC,1990,852779.352665704,10267344.75,0.08305743825984843
15,MB,NH3,1990,38047.3103045138,1104301.5,0.03445373415187229
16,MB,CO,1990,385835.591845711,1104301.5,0.3493933421676155
17,MB,SOX,1990,509138.983641069,1104301.5,0.4610507036720216
18,MB,NOX,1990,72575.499647239,1104301.5,0.06572072902847548
19,MB,VOC,1990,96063.6932587365,1104301.5,0.08699045800330481
20,NB,NH3,1990,4594.71677951292,739547.0,0.0062128800191372825
21,NB,CO,1990,316112.672711929,739547.0,0.427440950625084
22,NB,SOX,1990,109313.504842129,739547.0,0.14781143705826538
23,NB,NOX,1990,78725.0492842005,739547.0,0.10645036662200036
24,NB,VOC,1990,82132.9747951239,739547.0,0.11105849228666183
25,NS,NH3,1990,4863.27143532183,909509.5,0.005347136489857258
26,NS,CO,1990,308496.777655717,909509.5,0.33919027525904566
27,NS,SOX,1990,203152.189724446,909509.5,0.2233645604850153
28,NS,NOX,1990,82882.7751581674,909509.5,0.09112909228344222
29,NS,VOC,1990,70235.7677984202,909509.5,0.07722378688559076
30,QC,NH3,1990,64955.9860256586,6986226.5,0.009297721169741435
31,QC,CO,1990,2255181.20750204,6986226.5,0.3228039067301984
32,QC,SOX,1990,246885.765175183,6986226.5,0.03533892941707272
33,QC,NOX,1990,311649.667127366,6986226.5,0.044609155905175134
34,QC,VOC,1990,492882.418225595,6986226.5,0.07055059240143374
35,SK,NH3,1990,48590.7790951924,1008330.5,0.048189337816511954
36,SK,CO,1990,522634.282653415,1008330.5,0.5183164474876194
37,SK,SOX,1990,102941.057734678,1008330.5,0.10209059205754265
38,SK,NOX,1990,149297.990635742,1008330.5,0.14806453899365535
39,SK,VOC,1990,186864.347508671,1008330.5,0.18532053479357313
40,NL,NH3,1990,1029.0776493363,576981.5,0.0017835539776167868
41,NL,CO,1990,185455.85339463,576981.5,0.3214242629869935
42,NL,SOX,1990,68820.8237423237,576981.5,0.11927734900048563
43,NL,NOX,1990,52041.8511237401,576981.5,0.09019674135780802
44,NL,VOC,1990,45933.0180313649,576981.5,0.07960916949913456
45,PE,NH3,1990,3416.79920391971,130393.75,0.026203703811875263
46,PE,CO,1990,54865.8351885868,130393.75,0.42077043714585094
47,PE,SOX,1990,3422.95354821019,130393.75,0.026250901965854882
48,PE,NOX,1990,6715.25744306719,130393.75,0.05149984138861863
49,PE,VOC,1990,10543.3995689278,130393.75,0.0808581666600416
50,AB,NH3,1991,96392.6120160835,2587477.25,0.03725351093080471
51,AB,CO,1991,1674240.47593966,2587477.25,0.647055148384265
52,AB,SOX,1991,524144.18481018,2587477.25,0.20256958193938904
53,AB,NOX,1991,585705.325771787,2587477.25,0.22636153642386111
54,AB,VOC,1991,624633.776990753,2587477.25,0.2414064807683828
55,BC,NH3,1991,22310.886792502,3367589.0,0.006625181039759305
56,BC,CO,1991,2353114.49948287,3367589.0,0.6987534700591046
57,BC,SOX,1991,90689.8452481818,3367589.0,0.02693019998823544
58,BC,NOX,1991,270828.072928627,3367589.0,0.08042194962883743
59,BC,VOC,1991,376762.866466494,3367589.0,0.11187911187098366
60,ON,NH3,1991,106799.951320604,10409479.0,0.01025987480455112
61,ON,CO,1991,3288745.97140087,10409479.0,0.31593761526401754
62,ON,SOX,1991,1040496.87936647,10409479.0,0.09995667212225223
63,ON,NOX,1991,592159.295434953,10409479.0,0.05688654498798191
64,ON,VOC,1991,837014.542368464,10409479.0,0.08040887948075634
65,MB,NH3,1991,40181.5562691484,1108239.25,0.03625711349706158
66,MB,CO,1991,381827.235153288,1108239.25,0.3445350226977505
67,MB,SOX,1991,403160.055828105,1108239.25,0.36378431446829285
68,MB,NOX,1991,67553.4504986966,1108239.25,0.060955656009022065
69,MB,VOC,1991,94911.7642805344,1108239.25,0.08564194444523995
70,NB,NH3,1991,4562.91818368059,744716.5,0.006127053964402011
71,NB,CO,1991,307409.618602214,744716.5,0.41278744139845697
72,NB,SOX,1991,110056.438067994,744716.5,0.14778299939372097
73,NB,NOX,1991,74449.4628845198,744716.5,0.09997020729971715
74,NB,VOC,1991,80675.1116963263,744716.5,0.1083299640820719
75,NS,NH3,1991,4869.61869781868,914386.5,0.0053255583911384075
76,NS,CO,1991,290043.718832773,914386.5,0.3172003510908932
77,NS,SOX,1991,201247.821056186,914386.5,0.2200905427367814
78,NS,NOX,1991,80651.3657729278,914386.5,0.08820270834371222
79,NS,VOC,1991,67949.8932218422,914386.5,0.07431200397407682
80,QC,NH3,1991,63516.8943438131,7054592.0,0.009003624071216748
81,QC,CO,1991,2215428.31306636,7054592.0,0.3140406012234811
82,QC,SOX,1991,221217.150813904,7054592.0,0.03135789437771937
83,QC,NOX,1991,289613.03717466,7054592.0,0.0410531235788916
84,QC,VOC,1991,472392.825775763,7054592.0,0.06696245874683653
85,SK,NH3,1991,47709.029614817,1002295.5,0.04759976435573841
86,SK,CO,1991,524080.49341476,1002295.5,0.5228802218654678
87,SK,SOX,1991,108870.021337533,1002295.5,0.10862068256071489
88,SK,NOX,1991,156365.816427142,1002295.5,0.15600770075007023
89,SK,VOC,1991,188049.558731351,1002295.5,0.1876188795932447
90,NL,NH3,1991,1013.3474786699,578741.75,0.0017509493287289194
91,NL,CO,1991,175977.867165297,578741.75,0.3040697636990886
92,NL,SOX,1991,69891.7713003819,578741.75,0.12076504123018927
93,NL,NOX,1991,48559.8762151526,578741.75,0.0839059497870209
94,NL,VOC,1991,45440.4258130683,578741.75,0.07851589385605635
95,PE,NH3,1991,3366.54721869507,130414.75,0.025814159968063966
96,PE,CO,1991,52194.0685480893,130414.75,0.40021599204146235
97,PE,SOX,1991,3452.20949587008,130414.75,0.026471004973517797
98,PE,NOX,1991,6623.13257000985,130414.75,0.05078514945594612
99,PE,VOC,1991,10265.5391626281,130414.75,0.0787145561573986
100,AB,NH3,1992,100809.748597631,2627162.5,0.03837210244803319
101,AB,CO,1992,1694347.04215079,2627162.5,0.6449342369003783
102,AB,SOX,1992,564717.776802336,2627162.5,0.21495350089776935
103,AB,NOX,1992,609463.591567837,2627162.5,0.23198549445184188
104,AB,VOC,1992,642477.562274331,2627162.5,0.24455189287846907
105,BC,NH3,1992,22883.1150417984,3459366.25,0.006614828667475842
106,BC,CO,1992,2155699.79068061,3459366.25,0.6231487604646111
107,BC,SOX,1992,79350.3244725266,3459366.25,0.022937821189799316
108,BC,NOX,1992,262126.87054053,3459366.25,0.0757730900972194
109,BC,VOC,1992,355183.10665247,3459366.25,0.10267288311911756
110,ON,NH3,1992,105418.737972266,10549809.5,0.009992477871023737
111,ON,CO,1992,3289638.04564869,10549809.5,0.31181966325066723
112,ON,SOX,1992,850087.384795778,10549809.5,0.08057845829308842
113,ON,NOX,1992,606058.526112326,10549809.5,0.05744734311196102
114,ON,VOC,1992,839444.093446961,10549809.5,0.07956959729433608
115,MB,NH3,1992,41774.5039242114,1111731.5,0.03757607293146897
116,MB,CO,1992,378385.286205755,1111731.5,0.34035671941089646
117,MB,SOX,1992,418284.36050104,1111731.5,0.37624584758193863
118,MB,NOX,1992,66834.4039186992,1111731.5,0.06011739697822649
119,MB,VOC,1992,94467.1966338162,1111731.5,0.08497303227786224
120,NB,NH3,1992,4680.08345359203,747417.5,0.006261672296396633
121,NB,CO,1992,312825.532824996,747417.5,0.41854188967343686
122,NB,SOX,1992,114230.050707715,747417.5,0.15283298920310937
123,NB,NOX,1992,72756.8390047243,747417.5,0.09734430757203878
124,NB,VOC,1992,81860.910406052,747417.5,0.10952501166490215
125,NS,NH3,1992,4881.46973860153,918981.75,0.005311824460715928
126,NS,CO,1992,295894.008613189,918981.75,0.3219802880886252
127,NS,SOX,1992,201242.072808068,918981.75,0.21898375327700254
128,NS,NOX,1992,82759.1055347035,918981.75,0.09005522202666538
129,NS,VOC,1992,69762.9975880046,918981.75,0.07591336562233646
130,QC,NH3,1992,63299.3127083,7104605.5,0.008909616826479668
131,QC,CO,1992,2298285.48908504,7104605.5,0.32349234437929597
132,QC,SOX,1992,221317.198002324,7104605.5,0.03115122972026019
133,QC,NOX,1992,297238.187060548,7104605.5,0.04183739506163263
134,QC,VOC,1992,484589.355838839,7104605.5,0.06820777815725856
135,SK,NH3,1992,54501.964093083,1002730.5,0.054353551720111234
136,SK,CO,1992,521731.804297244,1002730.5,0.5203110948527486
137,SK,SOX,1992,113684.254806014,1002730.5,0.11337468522799894
138,SK,NOX,1992,160623.358046233,1002730.5,0.16018597025445322
139,SK,VOC,1992,193020.941156593,1002730.5,0.19249533265079002
140,NL,NH3,1992,1025.21333718283,579729.75,0.0017684332004400843
141,NL,CO,1992,175495.780340818,579729.75,0.30271998347646983
142,NL,SOX,1992,84834.1880551771,579729.75,0.14633402556135355
143,NL,NOX,1992,48010.3120325401,579729.75,0.08281498755677125
144,NL,VOC,1992,45773.9266210953,579729.75,0.07895735318240145
145,PE,NH3,1992,3359.16478401912,130861.0,0.025669716600202657
146,PE,CO,1992,52456.6198242899,130861.0,0.40085754979932825
147,PE,SOX,1992,3116.65213463588,130861.0,0.02381650862087161
148,PE,NOX,1992,6335.02586096481,130861.0,0.04841034273744515
149,PE,VOC,1992,10305.102547538,130861.0,0.07874846247192058
150,AB,NH3,1993,102888.757346287,2663773.5,0.03862518992184846
151,AB,CO,1993,1670384.18553975,2663773.5,0.6270744061158916
152,AB,SOX,1993,571473.902885045,2663773.5,0.21453547115963315
153,AB,NOX,1993,640884.40812074,2663773.5,0.24059268106719284
154,AB,VOC,1993,654384.418252455,2663773.5,0.24566068333229343
155,BC,NH3,1993,23423.8931662309,3558490.75,0.006582535915326154
156,BC,CO,1993,2363510.21170183,3558490.75,0.6641889435013509
157,BC,SOX,1993,77422.0600451359,3558490.75,0.02175699347964749
158,BC,NOX,1993,271899.114584623,3558490.75,0.076408548928959
159,BC,VOC,1993,390269.150395119,3558490.75,0.10967266119635663
160,ON,NH3,1993,102878.113220141,10676423.25,0.009636009252456433
161,ON,CO,1993,3326173.15772591,10676423.25,0.31154377077790635
162,ON,SOX,1993,747965.706728673,10676423.25,0.07005770464642014
163,ON,NOX,1993,595369.984114078,10676423.25,0.055764928962897566
164,ON,VOC,1993,854684.670648194,10676423.25,0.08005346459528888
165,MB,NH3,1993,43219.5541358711,1116488.75,0.038710245970567186
166,MB,CO,1993,367876.472342666,1116488.75,0.32949411477963036
167,MB,SOX,1993,400387.85055396,1116488.75,0.3586134213658311
168,MB,NOX,1993,67323.1494239292,1116488.75,0.06029899488367366
169,MB,VOC,1993,92680.3363286771,1116488.75,0.08301054204861187
170,NB,NH3,1993,4605.94942864521,748619.5,0.0061525907736109066
171,NB,CO,1993,312535.818706946,748619.5,0.41748287174852644
172,NB,SOX,1993,113880.557861492,748619.5,0.1521207474043783
173,NB,NOX,1993,69940.4768748223,748619.5,0.09342593517110134
174,NB,VOC,1993,82289.3915954814,748619.5,0.10992151766749517
175,NS,NH3,1993,4836.53656523967,923593.25,0.005236652135818089
176,NS,CO,1993,298476.738630165,923593.25,0.32316903423684074
177,NS,SOX,1993,197334.742093504,923593.25,0.21365979243947916
178,NS,NOX,1993,83771.8156806876,923593.25,0.09070206574234665
179,NS,VOC,1993,70367.1550032889,923593.25,0.07618846824972887
180,QC,NH3,1993,63611.113258755,7153278.5,0.00889258166849718
181,QC,CO,1993,2312404.51005917,7153278.5,0.32326499101903694
182,QC,SOX,1993,226551.461811425,7153278.5,0.03167099698570732
183,QC,NOX,1993,306147.106578487,7153278.5,0.04279815284397035
184,QC,VOC,1993,494988.196609472,7153278.5,0.06919738922641863
185,SK,NH3,1993,56397.9166857651,1005599.0,0.05608390291335324
186,SK,CO,1993,525049.276529875,1005599.0,0.5221258936513212
187,SK,SOX,1993,121946.531109631,1005599.0,0.12126755407436861
188,SK,NOX,1993,170585.807029088,1005599.0,0.16963601498120823
189,SK,VOC,1993,203188.145613618,1005599.0,0.2020568294256637
190,NL,NH3,1993,1014.07475566679,579839.75,0.001748887956830814
191,NL,CO,1993,180986.309189542,579839.75,0.31213160048020505
192,NL,SOX,1993,102015.779909489,579839.75,0.17593788613058867
193,NL,NOX,1993,49869.8024619507,579839.75,0.08600618095249712
194,NL,VOC,1993,46310.0271435925,579839.75,0.0798669410705156
195,PE,NH3,1993,3324.91451631307,132010.25,0.02518679054325759
196,PE,CO,1993,50111.0734702766,132010.25,0.3795998679668935
197,PE,SOX,1993,3126.96421575931,132010.25,0.023687283493208366
198,PE,NOX,1993,6435.14439302231,132010.25,0.048747308584161535
199,PE,VOC,1993,10242.5777891861,132010.25,0.07758926135800893
200,AB,NH3,1994,108909.29619548,2696101.5,0.040395102408229064
201,AB,CO,1994,1713860.13181427,2696101.5,0.6356808643199339
202,AB,SOX,1994,594900.160427548,2696101.5,0.22065198970719313
203,AB,NOX,1994,692547.095770932,2696101.5,0.25686981583257606
204,AB,VOC,1994,669557.452773095,2696101.5,0.2483428212079905
205,BC,NH3,1994,23446.1514055948,3664473.0,0.006398232816995732
206,BC,CO,1994,2295989.70353345,3664473.0,0.6265538601412672
207,BC,SOX,1994,88186.6621085845,3664473.0,0.024065305463728207
208,BC,NOX,1994,294263.944805499,3664473.0,0.08030184553290445
209,BC,VOC,1994,376905.415140029,3664473.0,0.10285392064289435
210,ON,NH3,1994,103764.417198711,10800283.25,0.009607564431119063
211,ON,CO,1994,3239036.02112989,10800283.25,0.29990287718888203
212,ON,SOX,1994,556036.645669507,10800283.25,0.05148352434826253
213,ON,NOX,1994,599959.493679771,10800283.25,0.05555034805960028
214,ON,VOC,1994,848712.104527491,10800283.25,0.07858239315413242
215,MB,NH3,1994,44933.5972465872,1121910.0,0.04005098202760221
216,MB,CO,1994,368519.768193883,1121910.0,0.32847533954941394
217,MB,SOX,1994,382546.693536874,1121910.0,0.3409780584332736
218,MB,NOX,1994,70904.853820492,1121910.0,0.06320012640986532
219,MB,VOC,1994,94458.8455665962,1121910.0,0.08419467298321273
220,NB,NH3,1994,4901.95006282129,749964.75,0.006536240620404212
221,NB,CO,1994,309960.360497155,749964.75,0.413299905758444
222,NB,SOX,1994,115683.041156083,749964.75,0.15425130468609757
223,NB,NOX,1994,70306.5808953268,749964.75,0.09374651394659123
224,NB,VOC,1994,82626.2094850151,749964.75,0.11017345746585437
225,NS,NH3,1994,4802.60264693997,926652.5,0.005182743959510141
226,NS,CO,1994,294119.717189675,926652.5,0.31740023060389416
227,NS,SOX,1994,201611.558680185,926652.5,0.2175697563867631
228,NS,NOX,1994,86011.8786404563,926652.5,0.09281999308312047
229,NS,VOC,1994,70501.3596683081,926652.5,0.07608176707914574
230,QC,NH3,1994,64252.0509216358,7189007.75,0.008937540917470259
231,QC,CO,1994,2282286.2071381,7189007.75,0.31746887560916875
232,QC,SOX,1994,226734.063245546,7189007.75,0.031538992741459486
233,QC,NOX,1994,325616.349610605,7189007.75,0.045293642868948776
234,QC,VOC,1994,500847.802386956,7189007.75,0.06966855786001287
235,SK,NH3,1994,61236.348511747,1009113.25,0.060683326189351884
236,SK,CO,1994,539622.633783978,1009113.25,0.5347493294573012
237,SK,SOX,1994,130662.077698764,1009113.25,0.1294820751771558
238,SK,NOX,1994,178368.189037892,1009113.25,0.17675735507178408
239,SK,VOC,1994,219950.417012375,1009113.25,0.21796405607831926
240,NL,NH3,1994,1010.40703741658,574833.0,0.0017577401391649053
241,NL,CO,1994,177569.028239965,574833.0,0.308905418164867
242,NL,SOX,1994,51283.929508207,574833.0,0.0892153538648738
243,NL,NOX,1994,49464.5915342602,574833.0,0.08605036860142025
244,NL,VOC,1994,45752.083635223,574833.0,0.07959195737757402
245,PE,NH3,1994,3384.3542330717,133254.75,0.025397625473551226
246,PE,CO,1994,50962.3800059063,133254.75,0.3824432525362608
247,PE,SOX,1994,3120.40847058259,133254.75,0.023416864844086907
248,PE,NOX,1994,6958.9173038114,133254.75,0.05222265850794362
249,PE,VOC,1994,10358.1696607668,133254.75,0.07773208580382163
250,AB,NH3,1995,117873.246725767,2730105.25,0.043175348908532744
251,AB,CO,1995,1699241.95442997,2730105.25,0.6224089545375475
252,AB,SOX,1995,569212.579973766,2730105.25,0.20849473842584126
253,AB,NOX,1995,718124.92776215,2730105.25,0.26303928310534913
254,AB,VOC,1995,679792.446419822,2730105.25,0.2489986224596367
255,BC,NH3,1995,24276.1421233274,3766198.0,0.006445795500748341
256,BC,CO,1995,2238613.93624961,3766198.0,0.5943962415809285
257,BC,SOX,1995,82358.9697832929,3766198.0,0.021867934129669468
258,BC,NOX,1995,296947.832724704,3766198.0,0.07884551813916953
259,BC,VOC,1995,379776.996750471,3766198.0,0.10083829813261837
260,ON,NH3,1995,109428.905181405,10931434.5,0.010010479885453734
261,ON,CO,1995,3253013.43394121,10931434.5,0.2975833989529197
262,ON,SOX,1995,581346.571754343,10931434.5,0.05318117871486519
263,ON,NOX,1995,619114.725280765,10931434.5,0.056636183044481946
264,ON,VOC,1995,827717.179727784,10931434.5,0.07571899001249872
265,MB,NH3,1995,47688.5852062419,1127719.5,0.0422876302185445
266,MB,CO,1995,372921.37264607,1127719.5,0.33068628559324376
267,MB,SOX,1995,363942.773902644,1127719.5,0.32272455508895964
268,MB,NOX,1995,73502.2244790946,1127719.5,0.06517775429004695
269,MB,VOC,1995,95890.4647261974,1127719.5,0.08503042177261048
270,NB,NH3,1995,5186.89203297368,750907.0,0.006907502570855885
271,NB,CO,1995,298111.660875286,750907.0,0.39700210661944285
272,NB,SOX,1995,116405.976505789,750907.0,0.1550204972197476
273,NB,NOX,1995,67899.6213030197,750907.0,0.09042347628004492
274,NB,VOC,1995,80938.1989008094,750907.0,0.10778724782271226
275,NS,NH3,1995,4875.3957824134,928296.0,0.005251984046482372
276,NS,CO,1995,290068.21427313,928296.0,0.312473838380355
277,NS,SOX,1995,186974.857933717,928296.0,0.20141728277803309
278,NS,NOX,1995,86280.9816493425,928296.0,0.09294554931761259
279,NS,VOC,1995,70547.2938074358,928296.0,0.07599655046174474
280,QC,NH3,1995,66821.0514358338,7215799.5,0.009260380840104245
281,QC,CO,1995,2222953.57629972,7215799.5,0.3080675365633039
282,QC,SOX,1995,379613.367167781,7215799.5,0.052608635698342364
283,QC,NOX,1995,329923.783919909,7215799.5,0.045722415640832174
284,QC,VOC,1995,498088.027776642,7215799.5,0.06902742070045627
285,SK,NH3,1995,66075.7836964964,1013528.75,0.06519379316718583
286,SK,CO,1995,526100.877577241,1013528.75,0.5190783957309953
287,SK,SOX,1995,134968.271850206,1013528.75,0.1331666929529192
288,SK,NOX,1995,182281.063548068,1013528.75,0.17984794565331078
289,SK,VOC,1995,227211.901645597,1013528.75,0.22417903946542908
290,NL,NH3,1995,1025.47124881163,568009.0,0.0018053785218396714
291,NL,CO,1995,169600.153559072,568009.0,0.2985870885128088
292,NL,SOX,1995,66936.5425621616,568009.0,0.1178441583886199
293,NL,NOX,1995,50083.2625594232,568009.0,0.08817336091404045
294,NL,VOC,1995,45487.7949901805,568009.0,0.08008287719064398
295,PE,NH3,1995,3500.19393766606,134405.25,0.02604209238601959
296,PE,CO,1995,49883.8397816712,134405.25,0.3711450243325406
297,PE,SOX,1995,2278.90112138091,134405.25,0.016955447211927436
298,PE,NOX,1995,7024.50600923459,134405.25,0.05226362816359175
299,PE,VOC,1995,10416.0301230138,134405.25,0.07749719689531323
300,AB,NH3,1996,123629.070648118,2770297.5,0.044626640513561446
301,AB,CO,1996,1707362.43286568,2770297.5,0.616310137400651
302,AB,SOX,1996,556679.129617835,2770297.5,0.20094561310394823
303,AB,NOX,1996,749396.467537041,2770297.5,0.27051118789120704
304,AB,VOC,1996,708522.408799455,2770297.5,0.2557567946400901
305,BC,NH3,1996,24313.75441344,3862539.75,0.006294758368102231
306,BC,CO,1996,2110270.19513658,3862539.75,0.5463426480301155
307,BC,SOX,1996,78644.3073207129,3862539.75,0.020360776176015512
308,BC,NOX,1996,306607.279221647,3862539.75,0.0793797084474398
309,BC,VOC,1996,364154.090672387,3862539.75,0.09427840598207099
310,ON,NH3,1996,111342.894594109,11065044.0,0.010062580374204478
311,ON,CO,1996,3172824.39225029,11065044.0,0.28674304343030993
312,ON,SOX,1996,599945.194104195,11065044.0,0.054219865199288404
313,ON,NOX,1996,634392.409720649,11065044.0,0.05733302187688084
314,ON,VOC,1996,815217.142515408,11065044.0,0.07367500233305968
315,MB,NH3,1996,49703.1898412789,1132782.0,0.04387710066127366
316,MB,CO,1996,360011.184067182,1132782.0,0.3178115330815479
317,MB,SOX,1996,363475.302668242,1132782.0,0.3208695959754322
